,p1,p2,beta
4805,203775,28620,1
4806,203775,46269,1
4807,203775,62567,1
4808,203775,81852,1
4809,203775,167291,1
4810,204071,29351,1
4811,204071,38828,1
4812,204071,45957,1
4813,204071,70478,1
4814,204071,84724,1
4815,204071,85480,1
4816,204071,134924,1
4817,204071,140313,1
4818,204071,203448,1
4819,204078,9037,1
4820,204078,91949,1
4821,204078,113285,1
4822,204078,157612,1
4823,204078,178019,1
4824,204078,195791,1
4825,204078,203110,1
4826,204267,24881,1
4827,204267,29362,1
4828,204267,69498,1
4829,204267,87595,1
4830,204267,104679,1
4831,204267,134745,1
4832,204267,182138,1
4833,204267,189154,1
4834,204410,53908,1
4835,204410,76335,1
4836,204410,86480,1
4837,204410,146031,1
4838,204410,181509,1
4839,204547,35786,1
4840,204547,44000,1
4841,204547,68203,1
4842,204547,82540,1
4843,204547,100351,1
4844,204547,104879,1
4845,204547,109677,1
4846,204547,147970,1
4847,204547,192506,1
4848,204631,18509,1
4849,204631,40491,1
4850,204631,77513,1
4851,204631,126621,1
4852,204631,134716,1
4853,204631,189337,1
4854,205007,17745,1
4855,205007,54400,1
4856,205007,83478,1
4857,205007,116365,1
4858,205007,116825,1
4859,205007,117151,1
4860,205007,195234,1
4861,205065,24421,1
4862,205065,56810,1
4863,205065,64671,1
4864,205065,101774,1
4865,205065,146598,1
4866,205065,152296,1
4867,205065,187921,1
4868,205065,189154,1
4869,205288,1042,1
4870,205288,25916,1
4871,205288,65771,1
4872,205288,74064,1
4873,205288,84717,1
4874,205288,116987,1
4875,205288,142402,1
4876,205288,201753,1
4877,205288,204547,1
4878,205352,28252,1
4879,205352,40560,1
4880,205352,128252,1
4881,205352,160531,1
4882,205352,183956,1
4883,205352,200829,1
4884,205388,26714,1
4885,205388,39508,1
4886,205388,76367,1
4887,205388,100233,1
4888,205388,124777,1
4889,205388,170808,1
4890,205388,181015,1
4891,205388,194313,1
4892,205477,11325,1
4893,205477,23533,1
4894,205477,61588,1
4895,205477,145031,1
4896,205477,180931,1
4897,205477,188747,1
4898,205660,31219,1
4899,205660,35471,1
4900,205660,69231,1
4901,205660,90906,1
4902,205660,101481,1
4903,205660,110752,1
4904,205660,123573,1
4905,205660,149073,1
4906,205660,163866,1
4907,205959,3388,1
4908,205959,20530,1
4909,205959,39875,1
4910,205959,53941,1
4911,205959,169438,1
4912,206053,4999,1
4913,206053,23248,1
4914,206053,31949,1
4915,206053,44301,1
4916,206053,76367,1
4917,206053,84399,1
4918,206053,100233,1
4919,206053,181015,1
4920,206053,190684,1
4921,206179,21673,1
4922,206179,35786,1
4923,206179,48015,1
4924,206179,86945,1
4925,206179,106038,1
4926,206179,113793,1
4927,206179,123028,1
4928,206179,146723,1
4929,206179,176417,1
4930,206231,30870,1
4931,206231,52825,1
4932,206231,68063,1
4933,206231,157943,1
4934,206231,172789,1
4935,206231,175575,1
4936,206231,191181,1
4937,206231,195187,1
4938,206388,2139,1
4939,206388,83653,1
4940,206388,85808,1
4941,206388,118053,1
4942,206388,143521,1
4943,206388,147811,1
4944,206388,202805,1
4945,206518,2964,1
4946,206518,21802,1
4947,206518,30870,1
4948,206518,68063,1
4949,206518,92136,1
4950,206518,153554,1
4951,206518,175575,1
4952,206518,205007,1
4953,206518,206231,1
4954,206713,866,1
4955,206713,2946,1
4956,206713,66478,1
4957,206713,114963,1
4958,206713,128976,1
4959,206713,133723,1
4960,206713,166072,1
4961,207088,23698,1
4962,207088,96520,1
4963,207088,111451,1
4964,207088,151423,1
4965,207088,169649,1
4966,207088,179682,1
4967,207088,181509,1
4968,207088,188876,1
4969,207088,194423,1
4970,207088,195695,1
4971,207088,203202,1
4972,207231,22729,1
4973,207231,36844,1
4974,207231,87979,1
4975,207231,114860,1
4976,207231,124160,1
4977,207231,147811,1
4978,207266,8963,1
4979,207266,21326,1
4980,207266,44304,1
4981,207266,58444,1
4982,207266,72505,1
4983,207266,135345,1
4984,207266,167995,1
4985,207266,179191,1
4986,207266,196517,1
4987,207547,2964,1
4988,207547,60403,1
4989,207547,73256,1
4990,207547,118762,1
4991,207547,162005,1
4992,207547,169882,1
4993,207547,173549,1
4994,207547,187041,1
4995,207885,24131,1
4996,207885,27743,1
4997,207885,68730,1
4998,207885,124978,1
4999,207885,134809,1
5000,207885,141027,1
5001,207885,199529,1
5002,208195,16397,1
5003,208195,18322,1
5004,208195,110473,1
5005,208195,130129,1
5006,208195,142350,1
5007,208195,177077,1
5008,208195,180952,1
5009,208312,28809,1
5010,208312,115860,1
5011,208312,116710,1
5012,208312,173975,1
5013,208312,197315,1
5014,208312,200829,1
5015,208312,204078,1
5016,208375,866,1
5017,208375,2946,1
5018,208375,19598,1
5019,208375,20429,1
5020,208375,52262,1
5021,208375,58677,1
5022,208375,128976,1
5023,208375,155009,1
5024,208375,206713,1
5025,208847,11525,1
5026,208847,29406,1
5027,208847,62416,1
5028,208847,80932,1
5029,208847,92304,1
5030,208847,116825,1
5031,208847,176521,1
5032,209522,27592,1
5033,209522,91532,1
5034,209522,92512,1
5035,209522,109109,1
5036,209522,138734,1
5037,209522,150624,1
5038,209522,169889,1
5039,209522,178835,1
5040,209522,196831,1
5041,209610,15851,1
5042,209610,99612,1
5043,209610,100455,1
5044,209610,121229,1
5045,209610,160660,1
5046,209610,166072,1
5047,209610,187262,1
5048,209610,193961,1
5049,209772,8963,1
5050,209772,57973,1
5051,209772,69772,1
5052,209772,115928,1
5053,209772,128715,1
5054,209772,135345,1
5055,209772,152192,1
5056,209772,193171,1
5057,209772,196517,1
5058,210133,14441,1
5059,210133,26358,1
5060,210133,49161,1
5061,210133,70489,1
5062,210133,76330,1
5063,210133,92300,1
5064,210133,97101,1
5065,210133,137980,1
5066,210133,157410,1
5067,210133,188747,1
5068,210195,30084,1
5069,210195,71048,1
5070,210195,80588,1
5071,210195,126524,1
5072,210195,127301,1
5073,210195,137216,1
5074,210195,178717,1
5075,210195,179860,1
5076,210342,19828,1
5077,210342,68357,1
5078,210342,128118,1
5079,210342,162904,1
5080,210342,178019,1
5081,210342,203736,1
5082,210342,210195,1
5083,210430,58677,1
5084,210430,102018,1
5085,210430,117606,1
5086,210430,120942,1
5087,210430,142847,1
5088,210430,165398,1
5089,210430,165722,1
5090,210430,169078,1
5091,210430,182515,1
5092,210430,183275,1
5093,210430,203110,1
5094,210632,67438,1
5095,210632,108852,1
5096,210632,121804,1
5097,210632,147356,1
5098,210632,150489,1
5099,210632,183323,1
5100,210762,866,1
5101,210762,27855,1
5102,210762,68357,1
5103,210762,128118,1
5104,210762,162904,1
5105,210762,179450,1
5106,210762,203736,1
5107,210762,210342,1
5108,210933,3388,1
5109,210933,31533,1
5110,210933,32930,1
5111,210933,50451,1
5112,210933,52898,1
5113,210933,67438,1
5114,210933,103237,1
5115,210933,113436,1
5116,210933,154679,1
5117,210933,169438,1
5118,210933,175456,1
5119,210933,205959,1
5120,211339,16397,1
5121,211339,51833,1
5122,211339,62902,1
5123,211339,64455,1
5124,211339,85480,1
5125,211339,110473,1
5126,211339,168532,1
5127,211339,177077,1
5128,211339,179198,1
5129,211339,194830,1
5130,211792,29415,1
5131,211792,29586,1
5132,211792,42466,1
5133,211792,64671,1
5134,211792,75757,1
5135,211792,88731,1
5136,211792,121564,1
5137,211792,158057,1
5138,211792,162939,1
5139,211792,187262,1
5140,211821,53174,1
5141,211821,103597,1
5142,211821,137286,1
5143,211821,147970,1
5144,211821,188355,1
5145,211821,192492,1
5146,211880,23163,1
5147,211880,24161,1
5148,211880,99181,1
5149,211880,115860,1
5150,211880,116710,1
5151,211880,200829,1
5152,211976,141,1
5153,211976,1159,1
5154,211976,42555,1
5155,211976,45709,1
5156,211976,70046,1
5157,211976,83804,1
5158,211976,126268,1
5159,211976,193286,1
5160,212222,4595,1
5161,212222,21153,1
5162,212222,27928,1
5163,212222,32092,1
5164,212222,38687,1
5165,212222,71466,1
5166,212222,97995,1
5167,212222,143613,1
5168,212263,24943,1
5169,212263,42807,1
5170,212263,69993,1
5171,212263,178680,1
5172,212263,187920,1
5173,212263,189666,1
5174,212432,3449,1
5175,212432,8473,1
5176,212432,50903,1
5177,212432,61495,1
5178,212432,103237,1
5179,212432,104639,1
5180,212432,112144,1
5181,212432,117832,1
5182,212432,136584,1
5183,212432,145703,1
5184,212432,159468,1
5185,212432,160735,1
5186,212432,185068,1
5187,212432,193961,1
5188,212466,2096,1
5189,212466,39188,1
5190,212466,88214,1
5191,212466,133829,1
5192,212466,166336,1
5193,212466,172907,1
5194,212593,17162,1
5195,212593,42608,1
5196,212593,101847,1
5197,212593,105364,1
5198,212593,169038,1
5199,212593,202015,1
5200,212593,202738,1
5201,212715,8107,1
5202,212715,49120,1
5203,212715,69430,1
5204,212715,76640,1
5205,212715,77153,1
5206,212715,114987,1
5207,212715,156483,1
5208,212715,169262,1
5209,212715,186917,1
5210,213458,69498,1
5211,213458,192974,1
5212,213691,5950,1
5213,213691,42755,1
5214,213691,91462,1
5215,213691,138158,1
5216,213691,142071,1
5217,213691,150489,1
5218,213743,44615,1
5219,213743,91532,1
5220,213743,107228,1
5221,213743,123778,1
5222,213743,143486,1
5223,213743,170516,1
5224,213743,178717,1
5225,214525,11472,1
5226,214525,46047,1
5227,214525,83874,1
5228,214525,112034,1
5229,214525,173758,1
5230,214525,181539,1
5231,214525,200888,1
5232,214768,27638,1
5233,214768,33156,1
5234,214768,63778,1
5235,214768,83951,1
5236,214768,87345,1
5237,214768,97863,1
5238,214768,145372,1
5239,214768,160302,1
5240,214768,165709,1
5241,214870,61083,1
5242,214870,92670,1
5243,214870,101438,1
5244,214870,139579,1
5245,214870,198439,1
5246,214870,200236,1
5247,215062,9601,1
5248,215062,19221,1
5249,215062,39193,1
5250,215062,44243,1
5251,215062,46084,1
5252,215062,58444,1
5253,215062,59351,1
5254,215062,76854,1
5255,215062,89561,1
5256,215062,91301,1
5257,215062,112054,1
5258,215062,182574,1
5259,215082,3196,1
5260,215082,21784,1
5261,215082,25147,1
5262,215082,44267,1
5263,215082,82954,1
5264,215082,97868,1
5265,215082,103354,1
5266,215082,160643,1
5267,215665,11791,1
5268,215665,28404,1
5269,215665,44243,1
5270,215665,64861,1
5271,215665,96520,1
5272,215665,97404,1
5273,215665,100940,1
5274,215665,108431,1
5275,215665,112054,1
5276,215665,151423,1
5277,215921,35427,1
5278,215921,43831,1
5279,215921,75281,1
5280,215921,79378,1
5281,215921,101162,1
5282,215921,112077,1
5283,215921,162188,1
5284,216121,27066,1
5285,216121,89720,1
5286,216121,138734,1
5287,216121,150624,1
5288,216121,153374,1
5289,216121,169530,1
5290,216350,20495,1
5291,216350,27743,1
5292,216350,47866,1
5293,216350,55719,1
5294,216350,91158,1
5295,216350,124213,1
5296,216350,134809,1
5297,216350,149985,1
5298,216350,199529,1
5299,216350,199648,1
5300,216677,2096,1
5301,216677,13465,1
5302,216677,39429,1
5303,216677,72774,1
5304,216677,128587,1
5305,216677,139894,1
5306,216677,166336,1
5307,216703,24761,1
5308,216703,33471,1
5309,216703,81499,1
5310,216703,88090,1
5311,216703,104257,1
5312,216703,108581,1
5313,216703,136059,1
5314,216703,179360,1
5315,216794,17244,1
5316,216794,22105,1
5317,216794,36623,1
5318,216794,114204,1
5319,216794,122641,1
5320,216794,183740,1
5321,216794,208375,1
5322,216801,45848,1
5323,216801,64455,1
5324,216801,88098,1
5325,216801,88766,1
5326,216801,124443,1
5327,216801,129982,1
5328,216801,140746,1
5329,216801,155341,1
5330,217038,8107,1
5331,217038,28404,1
5332,217038,64861,1
5333,217038,69430,1
5334,217038,97404,1
5335,217038,100940,1
5336,217038,115928,1
5337,217038,141923,1
5338,217038,146304,1
5339,217038,202322,1
5340,217038,215665,1
5341,217221,30131,1
5342,217221,35656,1
5343,217221,46420,1
5344,217221,109106,1
5345,217221,162779,1
5346,217221,168241,1
5347,217221,168456,1
5348,217346,40615,1
5349,217346,45957,1
5350,217346,73504,1
5351,217346,78596,1
5352,217346,88766,1
5353,217346,101666,1
5354,217346,130129,1
5355,217346,134924,1
5356,217346,181401,1
5357,217346,208195,1
5358,217555,28847,1
5359,217555,38628,1
5360,217555,45329,1
5361,217555,79698,1
5362,217555,121384,1
5363,217555,195354,1
5364,217555,202978,1
5365,217712,14632,1
5366,217712,21190,1
5367,217712,44243,1
5368,217712,46084,1
5369,217712,59351,1
5370,217712,79629,1
5371,217712,86480,1
5372,217712,135345,1
5373,217712,166442,1
5374,217712,198995,1
5375,217979,63453,1
5376,217979,69111,1
5377,217979,88214,1
5378,217979,96399,1
5379,217979,126847,1
5380,217979,143047,1
5381,217979,166336,1
5382,217979,212466,1
5383,217979,216677,1
5384,218010,23949,1
5385,218010,31453,1
5386,218010,57973,1
5387,218010,69772,1
5388,218010,88090,1
5389,218010,121619,1
5390,218010,123421,1
5391,218010,131095,1
5392,218010,136059,1
5393,218010,141869,1
5394,218010,145252,1
5395,218010,155804,1
5396,218010,164479,1
5397,218333,36737,1
5398,218333,67430,1
5399,218333,87543,1
5400,218333,90906,1
5401,218333,149073,1
5402,218333,163866,1
5403,218333,169552,1
5404,218511,26966,1
5405,218511,47023,1
5406,218511,55719,1
5407,218511,91158,1
5408,218511,94269,1
5409,218511,103890,1
5410,218511,194763,1
5411,218511,199648,1
5412,218511,216350,1
5413,218751,4337,1
5414,218751,30084,1
5415,218751,58185,1
5416,218751,93488,1
5417,218751,99985,1
5418,218751,106209,1
5419,218751,139239,1
5420,218751,152296,1
5421,218751,201995,1
5422,218751,203694,1
5423,218768,4999,1
5424,218768,15184,1
5425,218768,26714,1
5426,218768,39508,1
5427,218768,81357,1
5428,218768,97392,1
5429,218768,100233,1
5430,218768,121622,1
5431,218768,181015,1
5432,219013,12114,1
5433,219013,58291,1
5434,219013,73728,1
5435,219013,114987,1
5436,219013,121965,1
5437,219013,146338,1
5438,219013,160022,1
5439,219013,203761,1
5440,219111,46202,1
5441,219111,90336,1
5442,219111,95297,1
5443,219111,122641,1
5444,219111,125054,1
5445,219111,192974,1
5446,219298,5950,1
5447,219298,24893,1
5448,219298,42755,1
5449,219298,63377,1
5450,219298,91462,1
5451,219298,138158,1
5452,219298,150489,1
5453,219298,195478,1
5454,219298,210632,1
5455,219298,213691,1
5456,219316,9037,1
5457,219316,12905,1
5458,219316,27855,1
5459,219316,61213,1
5460,219316,91949,1
5461,219316,113005,1
5462,219316,122641,1
5463,219316,139577,1
5464,219316,187039,1
5465,219316,192244,1
5466,219316,197315,1
5467,220060,24512,1
5468,220060,52898,1
5469,220060,69636,1
5470,220060,73565,1
5471,220060,82251,1
5472,220060,104679,1
5473,220060,124323,1
5474,220060,131566,1
5475,220060,142804,1
5476,220060,179924,1
5477,220276,39739,1
5478,220276,47803,1
5479,220276,102355,1
5480,220276,109828,1
5481,220276,163881,1
5482,220276,200101,1
5483,220276,201962,1
5484,220439,62,1
5485,220439,23900,1
5486,220439,24169,1
5487,220439,106209,1
5488,220439,142071,1
5489,220439,166072,1
5490,220439,187894,1
5491,220501,4595,1
5492,220501,14496,1
5493,220501,23698,1
5494,220501,27928,1
5495,220501,38687,1
5496,220501,64911,1
5497,220501,70297,1
5498,220501,143613,1
5499,220501,164366,1
5500,220501,216703,1
5501,220757,22566,1
5502,220757,28614,1
5503,220757,112886,1
5504,220757,127575,1
5505,220757,128255,1
5506,220757,155439,1
5507,220757,169423,1
5508,220757,174480,1
5509,220818,4337,1
5510,220818,103309,1
5511,220818,106972,1
5512,220818,130266,1
5513,220818,157144,1
5514,220818,196747,1
5515,220887,7558,1
5516,220887,40615,1
5517,220887,62902,1
5518,220887,73504,1
5519,220887,78236,1
5520,220887,78596,1
5521,220887,88098,1
5522,220887,101666,1
5523,220887,115916,1
5524,220887,181401,1
5525,220924,30084,1
5526,220924,50201,1
5527,220924,58185,1
5528,220924,60044,1
5529,220924,93488,1
5530,220924,183323,1
5531,220924,213691,1
5532,221092,1159,1
5533,221092,4999,1
5534,221092,45709,1
5535,221092,61588,1
5536,221092,70046,1
5537,221092,83804,1
5538,221092,136907,1
5539,221092,180140,1
5540,221092,193286,1
5541,221092,211976,1
5542,221354,2666,1
5543,221354,3449,1
5544,221354,5212,1
5545,221354,78477,1
5546,221354,89720,1
5547,221354,92247,1
5548,221354,100441,1
5549,221354,118479,1
5550,221354,177148,1
5551,221957,3203,1
5552,221957,38534,1
5553,221957,54436,1
5554,221957,63506,1
5555,221957,143411,1
5556,221957,158057,1
5557,221957,177269,1
5558,221957,177406,1
5559,221957,192323,1
5560,222033,21190,1
5561,222033,21326,1
5562,222033,58444,1
5563,222033,72068,1
5564,222033,72505,1
5565,222033,119866,1
5566,222033,175756,1
5567,222033,179191,1
5568,222033,207266,1
5569,222688,42123,1
5570,222688,50159,1
5571,222688,104679,1
5572,222688,112144,1
5573,222688,116556,1
5574,222688,117888,1
5575,222688,119958,1
5576,222688,204267,1
5577,222739,13860,1
5578,222739,17326,1
5579,222739,50903,1
5580,222739,53412,1
5581,222739,54436,1
5582,222739,145657,1
5583,222739,177269,1
5584,222917,27638,1
5585,222917,33156,1
5586,222917,63778,1
5587,222917,87345,1
5588,222917,106566,1
5589,222917,128586,1
5590,222917,160302,1
5591,222917,165948,1
5592,222917,195616,1
5593,222917,202083,1
5594,222917,214768,1
5595,223121,1010,1
5596,223121,24934,1
5597,223121,30966,1
5598,223121,115264,1
5599,223121,130675,1
5600,223121,157789,1
5601,223121,176789,1
5602,223357,37073,1
5603,223357,37339,1
5604,223357,60661,1
5605,223357,112077,1
5606,223357,117587,1
5607,223357,139999,1
5608,223357,142425,1
5609,223357,145998,1
5610,223357,151999,1
5611,223357,183506,1
5612,223435,35793,1
5613,223435,58444,1
5614,223435,86480,1
5615,223435,179191,1
5616,223435,188876,1
5617,223435,222033,1
5618,223508,39193,1
5619,223508,72505,1
5620,223508,90827,1
5621,223508,147017,1
5622,223508,164479,1
5623,223508,177878,1
5624,223508,186470,1
5625,223722,26966,1
5626,223722,39739,1
5627,223722,94269,1
5628,223722,102355,1
5629,223722,109828,1
5630,223722,163881,1
5631,223722,179796,1
5632,223722,220276,1
5633,223745,6721,1
5634,223745,23898,1
5635,223745,28404,1
5636,223745,89561,1
5637,223745,177878,1
5638,223745,186470,1
5639,224364,8700,1
5640,224364,8963,1
5641,224364,14632,1
5642,224364,19221,1
5643,224364,22556,1
5644,224364,26262,1
5645,224364,49396,1
5646,224364,115825,1
5647,224364,140004,1
5648,224364,146536,1
5649,224448,6393,1
5650,224448,16288,1
5651,224448,43465,1
5652,224448,106543,1
5653,224448,108619,1
5654,224448,119461,1
5655,224448,195923,1
5656,224658,7240,1
5657,224658,94132,1
5658,224658,104879,1
5659,224658,106038,1
5660,224658,114950,1
5661,224658,126472,1
5662,224658,139348,1
5663,224658,181299,1
5664,224658,200148,1
5665,225200,37044,1
5666,225200,55699,1
5667,225200,154150,1
5668,225200,155508,1
5669,225200,175756,1
5670,225200,197786,1
5671,225470,30131,1
5672,225470,60907,1
5673,225470,66357,1
5674,225470,86502,1
5675,225470,109106,1
5676,225470,131129,1
5677,225470,162779,1
5678,225470,168241,1
5679,225470,198142,1
5680,225470,217221,1
5681,225518,16130,1
5682,225518,40638,1
5683,225518,48015,1
5684,225518,84717,1
5685,225518,139348,1
5686,225518,142402,1
5687,225518,147540,1
5688,225518,206179,1
5689,225521,8372,1
5690,225521,40615,1
5691,225521,45848,1
5692,225521,78236,1
5693,225521,128701,1
5694,225521,140746,1
5695,225521,160721,1
5696,225521,180952,1
5697,225521,216801,1
5698,225593,13385,1
5699,225593,30870,1
5700,225593,43831,1
5701,225593,70133,1
5702,225593,70826,1
5703,225593,79378,1
5704,225593,101162,1
5705,225593,139579,1
5706,225593,162188,1
5707,225648,1060,1
5708,225648,53908,1
5709,225648,97071,1
5710,225648,122928,1
5711,225648,146031,1
5712,225648,148146,1
5713,225648,204410,1
5714,225720,66925,1
5715,225720,95267,1
5716,225720,105967,1
5717,225720,107137,1
5718,225720,127570,1
5719,225720,140427,1
5720,225720,201227,1
5721,225844,45957,1
5722,225844,54907,1
5723,225844,84724,1
5724,225844,85480,1
5725,225844,134924,1
5726,225844,138042,1
5727,225844,140313,1
5728,225844,140746,1
5729,225844,168532,1
5730,225844,208195,1
5731,226074,8730,1
5732,226074,29362,1
5733,226074,31533,1
5734,226074,104679,1
5735,226074,112144,1
5736,226074,120377,1
5737,226074,123778,1
